station,longitude,latitude,year,month,date,NDVI
Nanning,108.37,22.82,2007,8,2007-08,0.2561
Nanning,108.37,22.82,2007,9,2007-09,0.2467
Nanning,108.37,22.82,2007,10,2007-10,0.2218
Nanning,108.37,22.82,2007,11,2007-11,0.1794
Nanning,108.37,22.82,2007,12,2007-12,0.1398
Nanning,108.37,22.82,2008,1,2008-01,0.0927
Nanning,108.37,22.82,2008,2,2008-02,0.075
Nanning,108.37,22.82,2008,3,2008-03,0.0546
Nanning,108.37,22.82,2008,4,2008-04,0.1334
Nanning,108.37,22.82,2008,5,2008-05,0.1906
Nanning,108.37,22.82,2008,6,2008-06,0.1891
Nanning,108.37,22.82,2008,7,2008-07,0.1333
Nanning,108.37,22.82,2008,8,2008-08,0.2526
Nanning,108.37,22.82,2008,9,2008-09,0.2494
Nanning,108.37,22.82,2008,10,2008-10,0.1918
Nanning,108.37,22.82,2008,11,2008-11,0.186
Nanning,108.37,22.82,2008,12,2008-12,0.178
Nanning,108.37,22.82,2009,1,2009-01,0.1703
Nanning,108.37,22.82,2009,2,2009-02,0.1795
Nanning,108.37,22.82,2009,3,2009-03,0.169
Nanning,108.37,22.82,2009,4,2009-04,0.2171
Nanning,108.37,22.82,2009,5,2009-05,0.1992
Nanning,108.37,22.82,2009,6,2009-06,0.1716
Nanning,108.37,22.82,2009,7,2009-07,0.2004
Nanning,108.37,22.82,2009,8,2009-08,0.2214
Nanning,108.37,22.82,2009,9,2009-09,0.2534
Nanning,108.37,22.82,2009,10,2009-10,0.1976
Nanning,108.37,22.82,2009,11,2009-11,0.2174
Nanning,108.37,22.82,2009,12,2009-12,0.1735
Nanning,108.37,22.82,2010,1,2010-01,0.1009
Nanning,108.37,22.82,2010,2,2010-02,0.1948
Nanning,108.37,22.82,2010,3,2010-03,0.1992
Nanning,108.37,22.82,2010,4,2010-04,0.1772
Nanning,108.37,22.82,2010,5,2010-05,0.1962
Nanning,108.37,22.82,2010,6,2010-06,0.1558
Nanning,108.37,22.82,2010,7,2010-07,0.2262
Nanning,108.37,22.82,2010,8,2010-08,0.2376
Nanning,108.37,22.82,2010,9,2010-09,0.225
Nanning,108.37,22.82,2010,10,2010-10,0.224
Nanning,108.37,22.82,2010,11,2010-11,0.1598
Nanning,108.37,22.82,2010,12,2010-12,0.1823
Nanning,108.37,22.82,2011,1,2011-01,0.0522
Nanning,108.37,22.82,2011,2,2011-02,0.0598
Nanning,108.37,22.82,2011,3,2011-03,0.1182
Nanning,108.37,22.82,2011,4,2011-04,0.1614
Nanning,108.37,22.82,2011,5,2011-05,0.2079
Nanning,108.37,22.82,2011,6,2011-06,0.2299
Nanning,108.37,22.82,2011,7,2011-07,0.1758
Nanning,108.37,22.82,2011,8,2011-08,0.2568
Nanning,108.37,22.82,2011,9,2011-09,0.209
Nanning,108.37,22.82,2011,10,2011-10,0.2217
Nanning,108.37,22.82,2011,11,2011-11,0.1879
Nanning,108.37,22.82,2011,12,2011-12,0.1427
Nanning,108.37,22.82,2012,1,2012-01,0.0211
Nanning,108.37,22.82,2012,2,2012-02,0.0448
Nanning,108.37,22.82,2012,3,2012-03,0.1187
Nanning,108.37,22.82,2012,4,2012-04,0.2284
Nanning,108.37,22.82,2012,5,2012-05,0.1466
Nanning,108.37,22.82,2012,6,2012-06,0.2456
Nanning,108.37,22.82,2012,7,2012-07,0.2819
Nanning,108.37,22.82,2012,8,2012-08,0.1801
Nanning,108.37,22.82,2012,9,2012-09,0.2604
Nanning,108.37,22.82,2012,10,2012-10,0.2575
Nanning,108.37,22.82,2012,11,2012-11,0.1997
Nanning,108.37,22.82,2012,12,2012-12,0.1771
Nanning,108.37,22.82,2013,1,2013-01,0.0388
Nanning,108.37,22.82,2013,2,2013-02,0.1372
Nanning,108.37,22.82,2013,3,2013-03,0.268
Nanning,108.37,22.82,2013,4,2013-04,0.1602
Nanning,108.37,22.82,2013,5,2013-05,0.2735
Nanning,108.37,22.82,2013,6,2013-06,0.2845
Nanning,108.37,22.82,2013,7,2013-07,0.1906
Nanning,108.37,22.82,2013,8,2013-08,0.262
Nanning,108.37,22.82,2013,9,2013-09,0.2767
Nanning,108.37,22.82,2013,10,2013-10,0.2875
Nanning,108.37,22.82,2013,11,2013-11,0.2438
Nanning,108.37,22.82,2013,12,2013-12,0.2092
Nanning,108.37,22.82,2014,1,2014-01,0.1705
Nanning,108.37,22.82,2014,2,2014-02,0.0363
Nanning,108.37,22.82,2014,3,2014-03,0.0607
Nanning,108.37,22.82,2014,4,2014-04,0.1668
Nanning,108.37,22.82,2014,5,2014-05,0.2289
Nanning,108.37,22.82,2014,6,2014-06,0.177
Nanning,108.37,22.82,2014,7,2014-07,0.2974
Nanning,108.37,22.82,2014,8,2014-08,0.1724
Nanning,108.37,22.82,2014,9,2014-09,0.2984
Nanning,108.37,22.82,2014,10,2014-10,0.1003
Nanning,108.37,22.82,2014,11,2014-11,0.194
Nanning,108.37,22.82,2014,12,2014-12,0.264
Nanning,108.37,22.82,2015,1,2015-01,0.2104
Nanning,108.37,22.82,2015,2,2015-02,0.1237
Nanning,108.37,22.82,2015,3,2015-03,0.1715
Nanning,108.37,22.82,2015,4,2015-04,0.1714
Nanning,108.37,22.82,2015,5,2015-05,0.2216
Nanning,108.37,22.82,2015,6,2015-06,0.1999
Nanning,108.37,22.82,2015,7,2015-07,0.2152
Nanning,108.37,22.82,2015,8,2015-08,0.2287
Nanning,108.37,22.82,2015,9,2015-09,0.3061
Nanning,108.37,22.82,2015,10,2015-10,0.352
Nanning,108.37,22.82,2015,11,2015-11,0.3324
Nanning,108.37,22.82,2015,12,2015-12,0.277
Nanning,108.37,22.82,2016,1,2016-01,0.1666
Nanning,108.37,22.82,2016,2,2016-02,0.243
Nanning,108.37,22.82,2016,3,2016-03,0.0874
Nanning,108.37,22.82,2016,4,2016-04,0.2604
Nanning,108.37,22.82,2016,5,2016-05,0.3034
Nanning,108.37,22.82,2016,6,2016-06,0.2152
Nanning,108.37,22.82,2016,7,2016-07,0.294
Nanning,108.37,22.82,2016,8,2016-08,0.233
Nanning,108.37,22.82,2016,9,2016-09,0.3264
Nanning,108.37,22.82,2016,10,2016-10,0.2835
Nanning,108.37,22.82,2016,11,2016-11,0.3219
Nanning,108.37,22.82,2016,12,2016-12,0.2912
Nanning,108.37,22.82,2017,1,2017-01,0.2774
Nanning,108.37,22.82,2017,2,2017-02,0.2652
Nanning,108.37,22.82,2017,3,2017-03,0.1882
Nanning,108.37,22.82,2017,4,2017-04,0.3164
Nanning,108.37,22.82,2017,5,2017-05,0.2984
Nanning,108.37,22.82,2017,6,2017-06,0.2106
Nanning,108.37,22.82,2017,7,2017-07,0.3286
Nanning,108.37,22.82,2017,8,2017-08,0.3162
Nanning,108.37,22.82,2017,9,2017-09,0.3442
Nanning,108.37,22.82,2017,10,2017-10,0.3403
Nanning,108.37,22.82,2017,11,2017-11,0.2891
Nanning,108.37,22.82,2017,12,2017-12,0.2613
Nanning,108.37,22.82,2018,1,2018-01,0.1297
Nanning,108.37,22.82,2018,2,2018-02,0.2116
Nanning,108.37,22.82,2018,3,2018-03,0.2971
Nanning,108.37,22.82,2018,4,2018-04,0.1677
Nanning,108.37,22.82,2018,5,2018-05,0.1473
Nanning,108.37,22.82,2018,6,2018-06,0.2578
Nanning,108.37,22.82,2018,7,2018-07,0.2722
Nanning,108.37,22.82,2018,8,2018-08,0.3459
Nanning,108.37,22.82,2018,9,2018-09,0.3419
Nanning,108.37,22.82,2018,10,2018-10,0.4087
Nanning,108.37,22.82,2018,11,2018-11,0.3362
Nanning,108.37,22.82,2018,12,2018-12,0.2052
Nanning,108.37,22.82,2019,1,2019-01,0.1584
Nanning,108.37,22.82,2019,2,2019-02,0.1882
Nanning,108.37,22.82,2019,3,2019-03,0.2789
Nanning,108.37,22.82,2019,4,2019-04,0.2756
Nanning,108.37,22.82,2019,5,2019-05,0.2901
Nanning,108.37,22.82,2019,6,2019-06,0.2082
Nanning,108.37,22.82,2019,7,2019-07,0.1909
Nanning,108.37,22.82,2019,8,2019-08,0.2656
Nanning,108.37,22.82,2019,9,2019-09,0.3483
Nanning,108.37,22.82,2019,10,2019-10,0.2636
Nanning,108.37,22.82,2019,11,2019-11,0.2826
Nanning,108.37,22.82,2019,12,2019-12,0.2949
Nanning,108.37,22.82,2020,1,2020-01,0.2921
Nanning,108.37,22.82,2020,2,2020-02,0.2126
Nanning,108.37,22.82,2020,3,2020-03,0.1646
Nanning,108.37,22.82,2020,4,2020-04,0.3014
Nanning,108.37,22.82,2020,5,2020-05,0.2004
Nanning,108.37,22.82,2020,6,2020-06,0.1105
Nanning,108.37,22.82,2020,7,2020-07,0.1371
Nanning,108.37,22.82,2020,8,2020-08,0.3059
Nanning,108.37,22.82,2020,9,2020-09,0.2613
Nanning,108.37,22.82,2020,10,2020-10,0.3429
Nanning,108.37,22.82,2020,11,2020-11,0.3127
Nanning,108.37,22.82,2020,12,2020-12,0.2748
Nanning,108.37,22.82,2021,1,2021-01,0.2694
Nanning,108.37,22.82,2021,2,2021-02,0.2855
Nanning,108.37,22.82,2021,3,2021-03,0.2042
Nanning,108.37,22.82,2021,4,2021-04,0.2056
Nanning,108.37,22.82,2021,5,2021-05,0.253
Nanning,108.37,22.82,2021,6,2021-06,0.3129
Nanning,108.37,22.82,2021,7,2021-07,0.3073
Nanning,108.37,22.82,2021,8,2021-08,0.2372
Nanning,108.37,22.82,2021,9,2021-09,0.3029
Nanning,108.37,22.82,2021,10,2021-10,0.316
Nanning,108.37,22.82,2021,11,2021-11,0.399
Nanning,108.37,22.82,2021,12,2021-12,0.3544
Nanning,108.37,22.82,2022,1,2022-01,0.2988
Nanning,108.37,22.82,2022,2,2022-02,0.3382
Nanning,108.37,22.82,2022,3,2022-03,0.3154
Nanning,108.37,22.82,2022,4,2022-04,0.3825
Nanning,108.37,22.82,2022,5,2022-05,0.1973
Nanning,108.37,22.82,2022,6,2022-06,0.2819
Nanning,108.37,22.82,2022,7,2022-07,0.243
Nanning,108.37,22.82,2022,8,2022-08,0.2828
Nanning,108.37,22.82,2022,9,2022-09,0.2396
Nanning,108.37,22.82,2022,10,2022-10,0.3475
Nanning,108.37,22.82,2022,11,2022-11,0.2379
Nanning,108.37,22.82,2022,12,2022-12,0.3482
Nanning,108.37,22.82,2023,1,2023-01,0.2654
Nanning,108.37,22.82,2023,2,2023-02,0.1646
Nanning,108.37,22.82,2023,3,2023-03,0.2967
Nanning,108.37,22.82,2023,4,2023-04,0.4126
Nanning,108.37,22.82,2023,5,2023-05,0.293
Nanning,108.37,22.82,2023,6,2023-06,0.2558
Nanning,108.37,22.82,2023,7,2023-07,0.2589
Nanning,108.37,22.82,2023,8,2023-08,0.2851
Nanning,108.37,22.82,2023,9,2023-09,0.3626
Nanning,108.37,22.82,2023,10,2023-10,0.2494
Nanning,108.37,22.82,2023,11,2023-11,0.3199
Nanning,108.37,22.82,2023,12,2023-12,0.3406
Nanning,108.37,22.82,2024,1,2024-01,0.1546
Nanning,108.37,22.82,2024,2,2024-02,0.2979
Nanning,108.37,22.82,2024,3,2024-03,0.3034
Nanning,108.37,22.82,2024,4,2024-04,0.3719
Nanning,108.37,22.82,2024,5,2024-05,0.2068
Nanning,108.37,22.82,2024,6,2024-06,0.223
Nanning,108.37,22.82,2024,7,2024-07,0.2924
Nanning,108.37,22.82,2024,8,2024-08,0.3978
Nanning,108.37,22.82,2024,9,2024-09,0.3408
Nanning,108.37,22.82,2024,10,2024-10,0.3647
Nanning,108.37,22.82,2024,11,2024-11,0.3518
Nanning,108.37,22.82,2024,12,2024-12,0.3156
Wuzhou,111.28,23.47,2005,1,2005-01,-0.0159
Wuzhou,111.28,23.47,2005,2,2005-02,-0.0332
Wuzhou,111.28,23.47,2005,3,2005-03,0.0211
Wuzhou,111.28,23.47,2005,4,2005-04,0.0164
Wuzhou,111.28,23.47,2005,5,2005-05,-0.0378
Wuzhou,111.28,23.47,2005,6,2005-06,-0.0478
Wuzhou,111.28,23.47,2005,7,2005-07,-0.1488
Wuzhou,111.28,23.47,2005,8,2005-08,-0.1324
Wuzhou,111.28,23.47,2005,9,2005-09,-0.1171
Wuzhou,111.28,23.47,2005,10,2005-10,-0.1863
Wuzhou,111.28,23.47,2005,11,2005-11,
Wuzhou,111.28,23.47,2005,12,2005-12,-0.1316
Wuzhou,111.28,23.47,2006,1,2006-01,0.0623
Wuzhou,111.28,23.47,2006,2,2006-02,-0.0471
Wuzhou,111.28,23.47,2006,3,2006-03,-0.085
Wuzhou,111.28,23.47,2006,4,2006-04,-0.0112
Wuzhou,111.28,23.47,2006,5,2006-05,0.0965
Wuzhou,111.28,23.47,2006,6,2006-06,0.057
Wuzhou,111.28,23.47,2006,7,2006-07,-0.0784
Wuzhou,111.28,23.47,2006,8,2006-08,-0.1116
Wuzhou,111.28,23.47,2006,9,2006-09,
Wuzhou,111.28,23.47,2006,10,2006-10,-0.1803
Wuzhou,111.28,23.47,2006,11,2006-11,0.0221
Wuzhou,111.28,23.47,2006,12,2006-12,-0.114
Wuzhou,111.28,23.47,2007,1,2007-01,-0.1935
Wuzhou,111.28,23.47,2007,2,2007-02,-0.0207
Wuzhou,111.28,23.47,2007,3,2007-03,0.0576
Wuzhou,111.28,23.47,2007,4,2007-04,-0.182
Wuzhou,111.28,23.47,2007,5,2007-05,0.0377
Wuzhou,111.28,23.47,2007,6,2007-06,0.0944
Wuzhou,111.28,23.47,2007,7,2007-07,0.0561
Wuzhou,111.28,23.47,2007,8,2007-08,-0.0894
Wuzhou,111.28,23.47,2007,9,2007-09,-0.1282
Wuzhou,111.28,23.47,2007,10,2007-10,-0.1449
Wuzhou,111.28,23.47,2007,11,2007-11,-0.1833
Wuzhou,111.28,23.47,2007,12,2007-12,-0.1158
Wuzhou,111.28,23.47,2008,1,2008-01,-0.0848
Wuzhou,111.28,23.47,2008,2,2008-02,-0.1186
Wuzhou,111.28,23.47,2008,3,2008-03,-0.0695
Wuzhou,111.28,23.47,2008,4,2008-04,0.0563
Wuzhou,111.28,23.47,2008,5,2008-05,0.0114
Wuzhou,111.28,23.47,2008,6,2008-06,-0.0508
Wuzhou,111.28,23.47,2008,7,2008-07,
Wuzhou,111.28,23.47,2008,8,2008-08,
Wuzhou,111.28,23.47,2008,9,2008-09,-0.0984
Wuzhou,111.28,23.47,2008,10,2008-10,-0.1591
Wuzhou,111.28,23.47,2008,11,2008-11,
Wuzhou,111.28,23.47,2008,12,2008-12,-0.171
Wuzhou,111.28,23.47,2009,1,2009-01,-0.1761
Wuzhou,111.28,23.47,2009,2,2009-02,-0.0308
Wuzhou,111.28,23.47,2009,3,2009-03,0.0214
Wuzhou,111.28,23.47,2009,4,2009-04,-0.0183
Wuzhou,111.28,23.47,2009,5,2009-05,0.0873
Wuzhou,111.28,23.47,2009,6,2009-06,-0.181
Wuzhou,111.28,23.47,2009,7,2009-07,0.0482
Wuzhou,111.28,23.47,2009,8,2009-08,0.1094
Wuzhou,111.28,23.47,2009,9,2009-09,-0.0312
Wuzhou,111.28,23.47,2009,10,2009-10,-0.1512
Wuzhou,111.28,23.47,2009,11,2009-11,-0.0553
Wuzhou,111.28,23.47,2009,12,2009-12,-0.0753
Wuzhou,111.28,23.47,2010,1,2010-01,-0.0759
Wuzhou,111.28,23.47,2010,2,2010-02,-0.1393
Wuzhou,111.28,23.47,2010,3,2010-03,0.1017
Wuzhou,111.28,23.47,2010,4,2010-04,0.06
Wuzhou,111.28,23.47,2010,5,2010-05,-0.0016
Wuzhou,111.28,23.47,2010,6,2010-06,0.1699
Wuzhou,111.28,23.47,2010,7,2010-07,0.0501
Wuzhou,111.28,23.47,2010,8,2010-08,0.0442
Wuzhou,111.28,23.47,2010,9,2010-09,0.0203
Wuzhou,111.28,23.47,2010,10,2010-10,-0.0667
Wuzhou,111.28,23.47,2010,11,2010-11,0.0648
Wuzhou,111.28,23.47,2010,12,2010-12,-0.1786
Wuzhou,111.28,23.47,2011,1,2011-01,0.0011
Wuzhou,111.28,23.47,2011,2,2011-02,0.0228
Wuzhou,111.28,23.47,2011,3,2011-03,-0.0139
Wuzhou,111.28,23.47,2011,4,2011-04,0.0459
Wuzhou,111.28,23.47,2011,5,2011-05,0.0822
Wuzhou,111.28,23.47,2011,6,2011-06,-0.158
Wuzhou,111.28,23.47,2011,7,2011-07,0.0304
Wuzhou,111.28,23.47,2011,8,2011-08,0.1152
Wuzhou,111.28,23.47,2011,9,2011-09,0.125
Wuzhou,111.28,23.47,2011,10,2011-10,
Wuzhou,111.28,23.47,2011,11,2011-11,-0.0818
Wuzhou,111.28,23.47,2011,12,2011-12,-0.0558
Wuzhou,111.28,23.47,2012,1,2012-01,0.0533
Wuzhou,111.28,23.47,2012,2,2012-02,0.0326
Wuzhou,111.28,23.47,2012,3,2012-03,0.0395
Wuzhou,111.28,23.47,2012,4,2012-04,-0.0173
Wuzhou,111.28,23.47,2012,5,2012-05,0.0368
Wuzhou,111.28,23.47,2012,6,2012-06,0.0638
Wuzhou,111.28,23.47,2012,7,2012-07,0.005
Wuzhou,111.28,23.47,2012,8,2012-08,-0.0772
Wuzhou,111.28,23.47,2012,9,2012-09,-0.1238
Wuzhou,111.28,23.47,2012,10,2012-10,0.0418
Wuzhou,111.28,23.47,2012,11,2012-11,-0.0229
Wuzhou,111.28,23.47,2012,12,2012-12,
Wuzhou,111.28,23.47,2013,1,2013-01,-0.1363
Wuzhou,111.28,23.47,2013,2,2013-02,0.0268
Wuzhou,111.28,23.47,2013,3,2013-03,0.0219
Wuzhou,111.28,23.47,2013,4,2013-04,0.1187
Wuzhou,111.28,23.47,2013,5,2013-05,0.0294
Wuzhou,111.28,23.47,2013,6,2013-06,-0.0381
Wuzhou,111.28,23.47,2013,7,2013-07,-0.144
Wuzhou,111.28,23.47,2013,8,2013-08,-0.0472
Wuzhou,111.28,23.47,2013,9,2013-09,
Wuzhou,111.28,23.47,2013,10,2013-10,-0.1802
Wuzhou,111.28,23.47,2013,11,2013-11,
Wuzhou,111.28,23.47,2013,12,2013-12,0.0023
Wuzhou,111.28,23.47,2014,1,2014-01,-0.0258
Wuzhou,111.28,23.47,2014,2,2014-02,-0.0616
Wuzhou,111.28,23.47,2014,3,2014-03,0.0462
Wuzhou,111.28,23.47,2014,4,2014-04,0.0268
Wuzhou,111.28,23.47,2014,5,2014-05,-0.1702
Wuzhou,111.28,23.47,2014,6,2014-06,-0.1529
Wuzhou,111.28,23.47,2014,7,2014-07,0.0588
Wuzhou,111.28,23.47,2014,8,2014-08,-0.0532
Wuzhou,111.28,23.47,2014,9,2014-09,-0.0995
Wuzhou,111.28,23.47,2014,10,2014-10,0.0203
Wuzhou,111.28,23.47,2014,11,2014-11,-0.0104
Wuzhou,111.28,23.47,2014,12,2014-12,0.018
Wuzhou,111.28,23.47,2015,1,2015-01,-0.1174
Wuzhou,111.28,23.47,2015,2,2015-02,-0.0105
Wuzhou,111.28,23.47,2015,3,2015-03,0.0761
Wuzhou,111.28,23.47,2015,4,2015-04,0.0428
Wuzhou,111.28,23.47,2015,5,2015-05,0.0291
Wuzhou,111.28,23.47,2015,6,2015-06,-0.0182
Wuzhou,111.28,23.47,2015,7,2015-07,-0.0693
Wuzhou,111.28,23.47,2015,8,2015-08,-0.0671
Wuzhou,111.28,23.47,2015,9,2015-09,
Wuzhou,111.28,23.47,2015,10,2015-10,-0.1449
Wuzhou,111.28,23.47,2015,11,2015-11,-0.009
Wuzhou,111.28,23.47,2015,12,2015-12,-0.0281
Wuzhou,111.28,23.47,2016,1,2016-01,-0.0435
Wuzhou,111.28,23.47,2016,2,2016-02,-0.0658
Wuzhou,111.28,23.47,2016,3,2016-03,0.0366
Wuzhou,111.28,23.47,2016,4,2016-04,0.0325
Wuzhou,111.28,23.47,2016,5,2016-05,-0.1857
Wuzhou,111.28,23.47,2016,6,2016-06,-0.0607
Wuzhou,111.28,23.47,2016,7,2016-07,
Wuzhou,111.28,23.47,2016,8,2016-08,0.0723
Wuzhou,111.28,23.47,2016,9,2016-09,-0.1662
Wuzhou,111.28,23.47,2016,10,2016-10,0.0991
Wuzhou,111.28,23.47,2016,11,2016-11,-0.0811
Wuzhou,111.28,23.47,2016,12,2016-12,
Wuzhou,111.28,23.47,2017,1,2017-01,-0.033
Wuzhou,111.28,23.47,2017,2,2017-02,0.0375
Wuzhou,111.28,23.47,2017,3,2017-03,0.0176
Wuzhou,111.28,23.47,2017,4,2017-04,0.0406
Wuzhou,111.28,23.47,2017,5,2017-05,0.1756
Wuzhou,111.28,23.47,2017,6,2017-06,0.0853
Wuzhou,111.28,23.47,2017,7,2017-07,-0.0039
Wuzhou,111.28,23.47,2017,8,2017-08,
Wuzhou,111.28,23.47,2017,9,2017-09,0.0416
Wuzhou,111.28,23.47,2017,10,2017-10,
Wuzhou,111.28,23.47,2017,11,2017-11,0.0305
Wuzhou,111.28,23.47,2017,12,2017-12,0.0447
Wuzhou,111.28,23.47,2018,1,2018-01,0.0394
Wuzhou,111.28,23.47,2018,2,2018-02,-0.0201
Wuzhou,111.28,23.47,2018,3,2018-03,0.06
Wuzhou,111.28,23.47,2018,4,2018-04,0.0702
Wuzhou,111.28,23.47,2018,5,2018-05,0.03
Wuzhou,111.28,23.47,2018,6,2018-06,0.0247
Wuzhou,111.28,23.47,2018,7,2018-07,0.0257
Wuzhou,111.28,23.47,2018,8,2018-08,-0.1561
Wuzhou,111.28,23.47,2018,9,2018-09,-0.1982
Wuzhou,111.28,23.47,2018,10,2018-10,
Wuzhou,111.28,23.47,2018,11,2018-11,-0.0509
Wuzhou,111.28,23.47,2018,12,2018-12,0.0263
Wuzhou,111.28,23.47,2019,1,2019-01,-0.0725
Wuzhou,111.28,23.47,2019,2,2019-02,0.037
Wuzhou,111.28,23.47,2019,3,2019-03,-0.0246
Wuzhou,111.28,23.47,2019,4,2019-04,0.0256
Wuzhou,111.28,23.47,2019,5,2019-05,0.0268
Wuzhou,111.28,23.47,2019,6,2019-06,0.0807
Wuzhou,111.28,23.47,2019,7,2019-07,-0.123
Wuzhou,111.28,23.47,2019,8,2019-08,-0.055
Wuzhou,111.28,23.47,2019,9,2019-09,0.0382
Wuzhou,111.28,23.47,2019,10,2019-10,
Wuzhou,111.28,23.47,2019,11,2019-11,-0.1479
Wuzhou,111.28,23.47,2019,12,2019-12,0.0061
Wuzhou,111.28,23.47,2020,1,2020-01,0.0073
Wuzhou,111.28,23.47,2020,2,2020-02,0.1645
Wuzhou,111.28,23.47,2020,3,2020-03,0.0461
Wuzhou,111.28,23.47,2020,4,2020-04,-0.0854
Wuzhou,111.28,23.47,2020,5,2020-05,0.0937
Wuzhou,111.28,23.47,2020,6,2020-06,-0.0586
Wuzhou,111.28,23.47,2020,7,2020-07,-0.0112
Wuzhou,111.28,23.47,2020,8,2020-08,-0.0641
Wuzhou,111.28,23.47,2020,9,2020-09,-0.0361
Wuzhou,111.28,23.47,2020,10,2020-10,
Wuzhou,111.28,23.47,2020,11,2020-11,0.0423
Wuzhou,111.28,23.47,2020,12,2020-12,-0.1371
Wuzhou,111.28,23.47,2021,1,2021-01,-0.1386
Wuzhou,111.28,23.47,2021,2,2021-02,-0.006
Wuzhou,111.28,23.47,2021,3,2021-03,0.0219
Wuzhou,111.28,23.47,2021,4,2021-04,0.025
Wuzhou,111.28,23.47,2021,5,2021-05,-0.0128
Wuzhou,111.28,23.47,2021,6,2021-06,0.07
Wuzhou,111.28,23.47,2021,7,2021-07,0.1693
Wuzhou,111.28,23.47,2021,8,2021-08,-0.0548
Wuzhou,111.28,23.47,2021,9,2021-09,-0.0912
Wuzhou,111.28,23.47,2021,10,2021-10,0.0901
Wuzhou,111.28,23.47,2021,11,2021-11,0.0235
Wuzhou,111.28,23.47,2021,12,2021-12,0.0467
Wuzhou,111.28,23.47,2022,1,2022-01,-0.0252
Wuzhou,111.28,23.47,2022,2,2022-02,0.0296
Wuzhou,111.28,23.47,2022,3,2022-03,0.0085
Wuzhou,111.28,23.47,2022,4,2022-04,0.0458
Wuzhou,111.28,23.47,2022,5,2022-05,0.0584
Wuzhou,111.28,23.47,2022,6,2022-06,0.0587
Wuzhou,111.28,23.47,2022,7,2022-07,0.0799
Wuzhou,111.28,23.47,2022,8,2022-08,-0.153
Wuzhou,111.28,23.47,2022,9,2022-09,0.0771
Wuzhou,111.28,23.47,2022,10,2022-10,-0.1957
Wuzhou,111.28,23.47,2022,11,2022-11,0.0184
Wuzhou,111.28,23.47,2022,12,2022-12,-0.1508
Wuzhou,111.28,23.47,2023,1,2023-01,-0.1591
Wuzhou,111.28,23.47,2023,2,2023-02,-0.011
Wuzhou,111.28,23.47,2023,3,2023-03,0.1552
Wuzhou,111.28,23.47,2023,4,2023-04,0.116
Wuzhou,111.28,23.47,2023,5,2023-05,0.0993
Wuzhou,111.28,23.47,2023,6,2023-06,-0.1922
Wuzhou,111.28,23.47,2023,7,2023-07,-0.1287
Wuzhou,111.28,23.47,2023,8,2023-08,0.0353
Wuzhou,111.28,23.47,2023,9,2023-09,-0.0894
Wuzhou,111.28,23.47,2023,10,2023-10,-0.0078
Wuzhou,111.28,23.47,2023,11,2023-11,0.033
Wuzhou,111.28,23.47,2023,12,2023-12,-0.1167
Wuzhou,111.28,23.47,2024,1,2024-01,-0.021
Wuzhou,111.28,23.47,2024,2,2024-02,-0.0698
Wuzhou,111.28,23.47,2024,3,2024-03,0.1824
Wuzhou,111.28,23.47,2024,4,2024-04,0.1512
Wuzhou,111.28,23.47,2024,5,2024-05,0.0324
Wuzhou,111.28,23.47,2024,6,2024-06,0.0306
Wuzhou,111.28,23.47,2024,7,2024-07,
Wuzhou,111.28,23.47,2024,8,2024-08,-0.1042
Wuzhou,111.28,23.47,2024,9,2024-09,0.0757
Wuzhou,111.28,23.47,2024,10,2024-10,-0.1687
Wuzhou,111.28,23.47,2024,11,2024-11,-0.1419
Wuzhou,111.28,23.47,2024,12,2024-12,0.0895

# 数据来源: NASA MODIS MOD13Q1植被指数产品 (https://modis.ornl.gov/)
# 变量说明: NDVI归一化植被指数(16天合成数据月均值)
# 时间范围: 2005-2024 | 空间范围: 广西8个代表性城市, 250m空间分辨率
# 数据说明: Terra卫星MODIS传感器, 红光与近红外波段计算, NDVI范围-0.2~1.0
# 获取方式: ORNL DAAC MODIS Web Service REST API按站点提取, 16天数据聚合为月均值
# 指数判读: NDVI > 0.5茂密植被, 0.2-0.5稀疏植被, < 0.1裸地或水体
