station,longitude,latitude,year,month,date,比湿_gkg_500hPa,比湿_gkg_700hPa,比湿_gkg_850hPa,比湿_gkg_925hPa,比湿_gkg_1000hPa,水汽通量_kg_ms_500hPa,水汽通量_kg_ms_700hPa,水汽通量_kg_ms_850hPa,水汽通量_kg_ms_925hPa,水汽通量_kg_ms_1000hPa,温度_℃_200hPa,温度_℃_500hPa,温度_℃_700hPa,温度_℃_850hPa,温度_℃_925hPa,温度_℃_1000hPa,露点温度_℃_500hPa,露点温度_℃_700hPa,露点温度_℃_850hPa,露点温度_℃_925hPa,露点温度_℃_1000hPa,风向_度_200hPa,风向_度_500hPa,风向_度_700hPa,风向_度_850hPa,风向_度_925hPa,风向_度_1000hPa,风速_ms_200hPa,风速_ms_500hPa,风速_ms_700hPa,风速_ms_850hPa,风速_ms_925hPa,风速_ms_1000hPa,K指数_℃,Showalter指数_℃,LCL高度_m_850hPa,整层水汽通量_kg_ms
Nanning,107.5,22.5,2019,3,2019-03,0.7373,4.8906,10.1633,12.5899,15.0031,0.001715,0.007505,0.006766,0.005344,0.004305,-52.35,-6.69,7.28,15.55,17.86,21.21,-28.42,-1.55,11.61,16.15,20.13,257.13,266.59,258.66,213.07,149.34,115.88,37.22,22.81,15.05,6.53,4.16,2.81,25.03,-7.04,491.94,0.025634
Nanning,107.5,22.5,2019,4,2019-04,1.1083,6.108,11.0788,14.5963,18.4522,0.001806,0.007515,0.008446,0.008099,0.006111,-50.59,-6.25,10.18,19.61,22.58,25.68,-23.96,1.49,12.9,18.44,23.42,259.31,261.33,263.09,217.14,174.84,149.93,30.11,15.98,12.07,7.48,5.44,3.25,30.08,-12.84,839.01,0.031977
Nanning,107.5,22.5,2019,5,2019-05,2.6425,8.2886,13.0935,16.547,20.9423,0.002403,0.007549,0.008185,0.006799,0.005547,-49.65,-3.08,11.57,19.38,22.65,26.48,-13.8,5.77,15.43,20.41,25.47,282.39,264.37,259.6,209.01,160.64,132.41,8.55,8.92,8.93,6.13,4.03,2.6,32.09,-14.48,493.09,0.030483
Nanning,107.5,22.5,2019,6,2019-06,3.8976,9.0582,13.9662,17.5938,24.1404,0.002042,0.007159,0.010338,0.010128,0.008355,-48.08,-2.33,12.76,21.49,25.54,29.19,-8.96,7.04,16.42,21.38,27.79,46.26,245.82,251.71,224.38,196.65,175.97,4.91,5.14,7.75,7.26,5.65,3.39,34.53,-18.07,634.56,0.038022
Nanning,107.5,22.5,2019,7,2019-07,3.6584,9.2964,14.3406,17.4844,23.7467,0.000621,0.003181,0.005805,0.00585,0.004422,-48.21,-2.22,12.36,21.19,25.25,28.93,-9.76,7.42,16.83,21.28,27.52,64.98,184.64,236.29,212.85,191.48,173.94,11.8,1.67,3.36,3.97,3.28,1.83,35.29,-18.61,545.63,0.019879
Nanning,107.5,22.5,2019,8,2019-08,3.3046,8.689,13.6692,16.3458,23.1505,0.001161,0.00273,0.002117,0.000453,0.001449,-48.25,-2.5,11.75,20.93,25.07,28.77,-11.04,6.45,16.09,20.21,27.11,66.44,76.35,77.82,91.25,230.17,270.23,7.96,3.44,3.08,1.52,0.27,0.61,34.22,-16.92,605.4,0.00791
Nanning,107.5,22.5,2019,9,2019-09,2.3939,6.8856,10.7977,13.3339,19.0988,0.000266,0.001853,0.004368,0.003879,0.002449,-50.01,-3.84,9.67,18.5,22.95,26.63,-15.0,3.15,12.52,17.04,23.97,0.74,35.43,68.94,81.28,67.36,38.19,2.71,1.09,2.64,3.97,2.85,1.26,28.35,-8.64,748.04,0.012816
Nanning,107.5,22.5,2019,10,2019-10,2.0627,6.4018,10.7717,13.1044,17.4235,0.001212,0.001401,0.003639,0.004644,0.003655,-51.97,-5.08,9.1,16.47,20.26,24.23,-16.79,2.14,12.48,16.77,22.5,280.07,269.61,263.4,148.14,115.76,96.57,9.38,5.76,2.15,3.31,3.48,2.06,27.07,-7.82,498.7,0.01455
Nanning,107.5,22.5,2019,11,2019-11,0.8809,4.5186,8.7385,9.887,12.3245,0.001032,0.00261,0.00208,0.003133,0.002717,-52.23,-4.71,8.21,13.27,16.68,20.45,-26.5,-2.61,9.38,12.49,17.05,259.93,272.91,264.0,160.5,101.27,76.49,20.1,11.49,5.66,2.33,3.11,2.16,16.53,0.6,485.59,0.011573
Nanning,107.5,22.5,2019,12,2019-12,0.8625,2.9574,6.2552,7.564,9.1093,0.001854,0.002883,0.00125,0.00199,0.001897,-52.59,-7.6,6.17,10.33,13.48,17.26,-26.73,-8.17,4.56,8.52,12.44,258.75,261.41,257.31,176.89,102.57,73.18,38.61,21.08,9.56,1.96,2.58,2.04,8.15,6.43,720.56,0.009875
Nanning,107.5,22.5,2020,1,2020-01,0.7404,3.2256,8.4124,9.6273,11.4394,0.00187,0.004616,0.004528,0.004331,0.003464,-51.79,-8.41,5.83,11.51,14.08,17.99,-28.38,-7.05,8.83,12.09,15.9,257.56,262.59,259.44,202.49,142.92,120.81,43.6,24.78,14.03,5.28,4.41,2.97,15.86,-0.63,335.17,0.018809
Nanning,107.5,22.5,2020,2,2020-02,0.5726,4.2178,8.1688,9.5184,11.3746,0.001355,0.004871,0.00494,0.004575,0.003507,-52.23,-7.67,4.74,11.92,14.73,18.57,-31.1,-3.53,8.4,11.92,15.82,254.89,263.79,257.6,192.77,149.03,127.84,44.46,23.21,11.33,5.93,4.71,3.02,19.72,0.3,440.39,0.019248
Nanning,107.5,22.5,2020,3,2020-03,1.0668,5.4704,10.4352,12.334,14.6732,0.002198,0.00718,0.007235,0.005895,0.004719,-51.25,-6.77,7.91,15.93,18.58,22.18,-24.38,-0.03,12.01,15.84,19.77,259.11,265.4,261.25,205.13,152.74,130.25,39.23,20.21,12.87,6.8,4.69,3.15,26.77,-8.15,490.13,0.027228
Nanning,107.5,22.5,2020,4,2020-04,1.6861,6.0125,9.8298,11.5559,14.0233,0.002895,0.006268,0.003441,0.003965,0.003426,-52.47,-7.5,8.43,14.48,17.44,21.47,-19.16,1.27,11.12,14.84,19.06,259.15,263.17,265.8,193.56,123.9,101.74,43.6,16.84,10.22,3.43,3.36,2.4,25.93,-6.0,420.3,0.019995
Nanning,107.5,22.5,2020,5,2020-05,3.0252,7.6544,13.3258,16.5044,21.2432,0.004014,0.007863,0.008359,0.006697,0.005384,-49.28,-3.65,11.86,21.14,25.14,28.65,-12.14,4.64,15.7,20.36,25.7,274.63,261.32,263.08,231.15,190.56,168.03,17.67,13.01,10.07,6.15,3.98,2.49,33.27,-17.4,679.75,0.032316
Nanning,107.5,22.5,2020,6,2020-06,3.6459,9.2571,13.7244,17.8153,24.1153,0.001809,0.008388,0.013339,0.013664,0.011516,-48.12,-2.64,12.25,21.38,25.69,29.33,-9.8,7.36,16.15,21.57,27.78,71.14,231.03,239.0,216.48,191.53,172.23,7.18,4.87,8.89,9.53,7.52,4.68,35.28,-17.65,653.9,0.048717
Nanning,107.5,22.5,2020,7,2020-07,2.7719,8.4602,13.1257,16.9267,23.5669,0.000989,0.005653,0.009973,0.010387,0.009287,-47.91,-2.4,12.12,21.08,25.29,29.05,-13.21,6.06,15.47,20.76,27.4,70.97,199.81,233.45,214.44,193.42,176.9,15.33,3.5,6.55,7.45,6.02,3.86,32.89,-15.59,701.2,0.036289
Nanning,107.5,22.5,2020,8,2020-08,3.9641,8.7783,13.5135,16.6878,22.6407,0.000779,0.002534,0.005978,0.005991,0.004776,-48.26,-2.93,11.53,20.0,24.24,28.2,-8.74,6.59,15.91,20.54,26.74,62.84,122.15,190.85,184.62,170.75,158.39,7.23,1.93,2.83,4.34,3.52,2.07,33.91,-16.02,511.12,0.020059
Nanning,107.5,22.5,2020,9,2020-09,4.0642,8.8796,13.6644,16.5473,21.8043,0.000695,0.002784,0.004487,0.004609,0.003606,-49.56,-3.05,11.11,19.52,23.54,27.37,-8.42,6.76,16.08,20.41,26.13,46.43,182.65,222.07,180.44,145.58,121.23,8.71,1.68,3.07,3.22,2.73,1.62,34.3,-16.02,429.48,0.01618
Nanning,107.5,22.5,2020,10,2020-10,2.9979,7.6129,10.5244,12.206,15.1519,0.000919,0.003218,0.007293,0.008239,0.006367,-50.01,-3.55,10.56,15.15,18.34,22.35,-12.25,4.57,12.13,15.68,20.28,250.51,149.12,127.52,84.69,59.03,33.09,1.59,3.01,4.15,6.8,6.62,4.12,24.84,-4.39,376.28,0.026036
Nanning,107.5,22.5,2020,11,2020-11,1.4591,5.2297,8.3523,10.0562,12.4847,0.001213,0.002573,0.003003,0.004439,0.00335,-50.73,-4.86,8.72,13.67,16.67,20.36,-20.84,-0.64,8.72,12.74,17.25,251.15,254.6,237.15,122.99,89.03,64.81,14.28,8.15,4.82,3.53,4.33,2.63,17.89,1.0,618.93,0.014578
Nanning,107.5,22.5,2020,12,2020-12,0.5333,2.7382,6.9698,6.9177,7.6275,0.001041,0.003098,0.001643,0.003239,0.00309,-51.62,-5.39,7.78,8.73,10.0,13.53,-31.85,-9.15,6.11,7.23,9.8,253.15,268.15,263.89,161.17,79.55,57.1,28.07,19.14,11.09,2.31,4.59,3.97,3.3,8.44,327.6,0.012111
Nanning,107.5,22.5,2021,1,2021-01,0.6195,3.1065,6.005,6.2589,6.811,0.001418,0.003843,0.001701,0.002547,0.002236,-51.56,-4.28,5.87,7.53,9.76,13.86,-30.28,-7.53,3.99,5.79,8.14,256.13,270.23,269.36,160.14,99.42,79.53,29.24,22.45,12.13,2.78,3.99,3.22,2.38,12.95,442.13,0.011744
Nanning,107.5,22.5,2021,2,2021-02,0.8313,3.7745,8.3877,9.2101,10.5139,0.001751,0.003607,0.002619,0.003468,0.002775,-50.95,-7.48,5.24,12.03,15.44,19.23,-27.13,-5.0,8.78,11.43,14.61,252.19,263.8,268.63,181.29,135.58,125.83,36.26,20.65,9.37,3.06,3.69,2.59,18.05,-0.14,405.23,0.014219
Nanning,107.5,22.5,2021,3,2021-03,1.0043,5.2292,10.2045,12.5227,14.2006,0.001868,0.006692,0.006931,0.006565,0.00504,-52.04,-6.31,7.84,15.78,18.37,21.98,-25.05,-0.64,11.67,16.07,19.26,260.93,266.12,263.04,204.99,156.34,135.95,26.59,18.24,12.55,6.66,5.14,3.48,25.29,-6.98,513.46,0.027096
Nanning,107.5,22.5,2021,4,2021-04,1.9595,6.6641,11.965,14.9471,17.7307,0.002449,0.005447,0.00631,0.007193,0.005642,-51.51,-5.29,9.29,17.2,20.51,24.46,-17.4,2.7,14.06,18.81,22.78,260.74,258.77,259.08,190.6,143.27,122.45,22.85,12.25,8.02,5.17,4.72,3.12,29.95,-11.69,391.69,0.027041
Nanning,107.5,22.5,2021,5,2021-05,2.6705,8.033,12.7081,16.441,22.486,0.002839,0.007842,0.010024,0.01,0.008139,-49.85,-3.5,11.75,20.68,24.39,27.9,-13.67,5.33,14.98,20.3,26.63,274.39,247.26,248.51,215.59,187.15,162.82,12.54,10.43,9.57,7.74,5.96,3.55,32.72,-15.23,712.7,0.038844
Nanning,107.5,22.5,2021,6,2021-06,3.6792,8.92,13.5998,17.3068,23.4075,0.001082,0.004921,0.0074,0.006974,0.00556,-48.29,-2.1,12.28,20.9,25.17,28.97,-9.69,6.82,16.01,21.12,27.29,69.57,222.25,237.5,215.32,189.87,170.05,8.25,2.88,5.41,5.34,3.95,2.33,33.56,-16.31,611.22,0.025937
Nanning,107.5,22.5,2021,7,2021-07,3.4806,8.3653,13.2675,16.4498,23.2498,0.000393,0.001884,0.004564,0.004757,0.004277,-48.04,-2.59,11.95,20.82,25.01,28.86,-10.39,5.9,15.63,20.31,27.18,69.81,157.25,213.79,203.92,193.52,189.26,8.1,1.11,2.21,3.37,2.84,1.8,33.0,-15.88,648.08,0.015875
Nanning,107.5,22.5,2021,8,2021-08,3.4906,8.9052,13.566,16.4556,22.9377,0.000508,0.002182,0.00577,0.006197,0.00584,-48.33,-2.81,11.76,20.89,24.97,28.6,-10.35,6.8,15.97,20.32,26.95,71.34,114.59,234.13,215.68,198.79,185.0,13.95,1.43,2.4,4.17,3.69,2.5,34.7,-16.92,614.07,0.020496
Nanning,107.5,22.5,2021,9,2021-09,3.1105,7.9733,12.7689,15.0294,21.2742,0.001146,0.003072,0.004522,0.003376,0.001932,-50.4,-3.98,10.75,19.6,23.81,27.65,-11.79,5.22,15.05,18.9,25.72,80.3,132.53,130.55,132.96,126.22,127.32,2.36,3.61,3.78,3.47,2.2,0.89,33.1,-14.78,568.81,0.014048
Nanning,107.5,22.5,2021,10,2021-10,3.465,8.2723,11.0003,12.551,15.8002,0.000412,0.001946,0.006648,0.0076,0.00642,-50.1,-4.16,9.78,15.39,18.52,22.46,-10.44,5.75,12.8,16.11,20.94,275.35,217.97,137.27,84.28,56.37,29.98,4.65,1.17,2.31,5.93,5.94,3.98,28.32,-6.4,324.02,0.023026
Nanning,107.5,22.5,2021,11,2021-11,1.6449,6.2673,8.5375,9.0293,11.6073,0.002859,0.005693,0.001185,0.003267,0.003362,-52.07,-5.35,7.48,12.45,14.99,18.71,-19.45,1.85,9.04,11.13,16.13,271.69,267.48,261.09,137.26,78.65,52.82,25.17,17.05,8.91,1.36,3.55,2.84,21.21,1.23,426.03,0.016368
Nanning,107.5,22.5,2021,12,2021-12,0.8486,3.3781,6.4475,6.8969,8.0036,0.001353,0.002523,0.001411,0.002961,0.002777,-51.32,-5.63,6.02,9.64,12.12,15.65,-26.9,-6.45,4.99,7.18,10.51,245.07,260.95,260.58,121.71,76.25,51.95,30.67,15.64,7.32,2.15,4.21,3.4,7.79,8.59,580.88,0.011025
Nanning,107.5,22.5,2022,1,2022-01,1.0391,3.9263,8.1135,8.9427,9.9054,0.002545,0.004953,0.003929,0.003732,0.003136,-51.11,-9.57,4.21,10.25,12.21,15.42,-24.67,-4.48,8.3,10.99,13.71,248.79,260.51,261.01,198.69,121.9,86.62,42.91,24.02,12.37,4.75,4.09,3.1,19.43,0.11,243.65,0.018295
Nanning,107.5,22.5,2022,2,2022-02,1.3448,4.0079,7.4448,7.6896,8.5575,0.003749,0.006406,0.003162,0.003292,0.00308,-51.22,-8.16,5.38,8.9,9.26,12.11,-21.77,-4.21,7.06,8.77,11.51,251.34,255.67,254.62,192.15,94.0,60.44,38.42,27.34,15.67,4.16,4.2,3.53,14.54,4.38,230.92,0.019688
Nanning,107.5,22.5,2022,3,2022-03,1.7691,5.367,10.7283,13.2489,15.0234,0.002938,0.005871,0.006112,0.00632,0.00491,-50.99,-6.21,9.22,16.3,18.84,22.49,-18.6,-0.29,12.42,16.94,20.15,266.31,265.41,263.76,204.59,155.26,138.84,22.52,16.29,10.73,5.59,4.68,3.21,25.43,-8.67,485.07,0.026151
Nanning,107.5,22.5,2022,4,2022-04,1.5737,6.4022,9.868,11.3601,13.7422,0.002061,0.005004,0.003388,0.003642,0.002833,-51.56,-5.48,8.47,16.01,19.82,23.59,-19.97,2.14,11.17,14.58,18.74,263.93,266.3,261.91,196.77,146.76,124.96,25.39,12.85,7.67,3.37,3.14,2.02,26.33,-5.56,604.31,0.016928
Nanning,107.5,22.5,2022,5,2022-05,4.2131,8.9221,12.3097,14.7659,18.371,0.003652,0.005165,0.00355,0.004598,0.004057,-49.58,-4.14,10.07,17.14,20.95,24.91,-7.96,6.83,14.49,18.62,23.35,279.91,255.59,247.91,177.68,127.08,101.75,14.75,8.5,5.68,2.83,3.05,2.17,32.54,-11.34,331.22,0.021022
Nanning,107.5,22.5,2022,6,2022-06,4.2043,9.4077,13.7778,17.0793,23.3457,0.002141,0.007515,0.009994,0.008822,0.006939,-49.0,-3.12,11.47,20.53,24.89,28.57,-7.99,7.59,16.21,20.91,27.24,54.22,248.8,248.52,228.99,203.12,177.64,6.29,4.99,7.83,7.11,5.07,2.91,35.98,-17.4,540.11,0.035411
Nanning,107.5,22.5,2022,7,2022-07,3.2712,8.0763,13.0714,16.4481,22.9446,0.000704,0.00287,0.005967,0.006281,0.005371,-48.31,-2.86,12.35,20.83,24.82,28.69,-11.16,5.4,15.4,20.31,26.96,80.59,155.12,200.61,194.91,178.88,168.35,8.98,2.11,3.48,4.48,3.75,2.3,32.16,-15.67,678.04,0.021193
Nanning,107.5,22.5,2022,8,2022-08,3.8267,8.8148,13.3952,16.2368,22.4745,0.002074,0.00254,0.004637,0.004591,0.003675,-48.66,-2.95,11.61,20.17,24.42,28.36,-9.19,6.65,15.78,20.11,26.62,82.78,102.99,151.05,161.38,147.01,134.59,16.19,5.32,2.83,3.39,2.77,1.6,33.94,-15.9,548.73,0.017517
Nanning,107.5,22.5,2022,9,2022-09,3.3199,8.3203,11.9237,14.5639,20.5219,0.001095,0.002415,0.004933,0.004461,0.003305,-49.69,-3.49,10.09,19.17,23.58,27.42,-10.98,5.83,14.01,18.4,25.14,60.91,80.64,96.07,87.73,67.28,36.37,4.83,3.23,2.85,4.06,3.0,1.58,32.41,-11.75,645.63,0.016209
Nanning,107.5,22.5,2022,10,2022-10,2.246,6.7919,8.6628,10.8387,14.7585,0.000341,0.001605,0.005235,0.005627,0.004382,-50.41,-4.17,9.33,15.59,19.6,23.52,-15.77,2.96,9.25,13.87,19.86,178.98,133.38,103.61,82.08,65.71,41.15,1.64,1.49,2.32,5.93,5.09,2.91,22.64,-0.89,791.92,0.01719
Nanning,107.5,22.5,2022,11,2022-11,1.5919,5.2921,10.9122,13.0512,15.6323,0.001481,0.002819,0.004039,0.00519,0.003783,-51.36,-4.74,9.39,15.71,19.25,23.18,-19.83,-0.48,12.68,16.71,20.77,258.11,257.96,237.13,164.27,125.33,105.37,19.43,9.12,5.22,3.63,3.9,2.37,23.25,-7.08,379.3,0.017312
Nanning,107.5,22.5,2022,12,2022-12,1.0029,3.9415,5.9732,5.6856,6.7844,0.002012,0.003911,0.001247,0.002949,0.002965,-51.82,-5.76,5.04,8.3,9.88,13.68,-25.07,-4.43,3.91,4.42,8.09,258.84,270.25,268.88,123.16,70.33,51.95,28.56,19.67,9.73,2.05,5.09,4.29,8.51,10.83,547.82,0.013085
Nanning,107.5,22.5,2023,1,2023-01,0.5991,3.0726,6.3452,6.9181,7.5176,0.001224,0.003449,0.001437,0.002565,0.002311,-52.2,-4.83,7.77,8.43,10.83,14.58,-30.63,-7.68,4.77,7.23,9.59,247.64,264.79,263.6,168.76,93.15,64.37,26.28,20.03,11.01,2.22,3.64,3.02,2.58,10.76,457.35,0.010986
Nanning,107.5,22.5,2023,2,2023-02,0.9488,4.0671,8.6973,9.8596,11.0673,0.001973,0.004351,0.004127,0.004814,0.003993,-51.69,-7.08,6.5,12.44,15.26,19.12,-25.68,-4.01,9.31,12.44,15.39,242.21,259.7,259.18,185.42,129.54,107.28,35.11,20.4,10.49,4.65,4.79,3.54,18.32,-0.87,390.74,0.019257
Nanning,107.5,22.5,2023,3,2023-03,,5.1218,9.6081,10.9477,12.176,,0.006046,0.004552,0.004761,0.00382,-52.59,-8.79,7.09,14.74,17.98,21.97,,-0.92,10.78,14.02,16.86,262.73,269.63,268.42,196.0,144.79,128.22,40.6,20.26,11.58,4.65,4.26,3.08,26.29,-6.99,494.54,0.019179
Nanning,107.5,22.5,2023,4,2023-04,1.1687,6.3748,11.5725,14.2814,16.4063,0.001951,0.007844,0.006764,0.006961,0.005405,-51.5,-5.21,10.41,18.71,21.74,25.4,-23.36,2.08,13.56,18.1,21.54,260.55,271.46,265.37,208.56,153.55,131.22,26.44,16.37,12.07,5.73,4.78,3.23,29.15,-12.14,644.25,0.028924
Nanning,107.5,22.5,2023,5,2023-05,2.633,7.6573,12.6936,15.3833,19.9036,0.002753,0.006269,0.007919,0.007578,0.00592,-49.38,-3.25,11.67,20.28,23.97,27.49,-13.84,4.65,14.96,19.26,24.64,274.71,255.25,250.75,201.73,167.49,150.7,11.46,10.25,8.03,6.12,4.83,2.92,31.46,-14.54,665.13,0.030439
Nanning,107.5,22.5,2023,6,2023-06,4.1249,9.1244,13.7615,17.3653,23.1493,0.001467,0.004091,0.00641,0.006819,0.005297,-48.52,-2.55,11.91,20.55,24.78,28.67,-8.23,7.15,16.19,21.17,27.1,28.84,232.52,230.74,196.59,176.07,155.59,2.17,3.49,4.4,4.57,3.85,2.24,34.53,-16.81,544.77,0.024084
Nanning,107.5,22.5,2023,7,2023-07,3.4246,8.4445,13.3887,16.8854,23.2871,0.000803,0.003048,0.006269,0.006786,0.005706,-47.54,-2.23,12.54,21.09,25.22,28.98,-10.59,6.04,15.77,20.73,27.2,79.99,153.27,219.17,200.66,188.18,175.65,14.37,2.3,3.54,4.59,3.94,2.4,32.58,-16.09,664.38,0.022612
Nanning,107.5,22.5,2023,8,2023-08,4.1656,10.0527,14.6727,16.9235,22.6306,0.000399,0.00064,0.002637,0.00381,0.002722,-47.9,-1.98,12.08,20.09,24.13,28.06,-8.11,8.55,17.18,20.76,26.73,52.61,157.49,222.17,211.62,203.12,182.59,9.72,0.94,0.62,1.76,2.21,1.18,35.71,-18.08,363.47,0.010208
Nanning,107.5,22.5,2023,9,2023-09,3.5252,9.0371,13.8398,16.2486,21.273,0.001292,0.003051,0.005088,0.004133,0.00247,-49.35,-2.91,11.14,19.11,23.25,27.27,-10.23,7.01,16.28,20.12,25.72,70.94,111.25,101.25,102.29,86.3,51.15,1.94,3.59,3.31,3.61,2.49,1.14,34.17,-15.91,354.13,0.016033
Nanning,107.5,22.5,2023,10,2023-10,2.2072,7.2741,11.475,13.5328,17.1905,0.000824,0.000595,0.00438,0.006096,0.004976,-50.61,-3.78,10.03,16.3,20.08,24.12,-15.98,3.92,13.43,17.27,22.28,239.88,265.62,244.21,96.3,69.63,41.28,10.26,3.66,0.8,3.74,4.42,2.84,27.41,-8.08,358.28,0.016872
Nanning,107.5,22.5,2023,11,2023-11,1.8617,4.7594,8.7586,10.9186,13.6226,0.002546,0.002639,0.002197,0.003564,0.003204,-51.91,-5.3,8.79,14.06,17.37,21.27,-18.0,-1.92,9.42,13.98,18.61,259.59,262.66,259.58,147.76,103.04,75.42,26.34,13.41,5.44,2.46,3.2,2.31,18.07,-0.8,580.42,0.01415
Nanning,107.5,22.5,2023,12,2023-12,1.8207,5.0556,9.4039,10.1368,11.5911,0.003517,0.005346,0.00247,0.002881,0.00305,-51.88,-6.25,6.38,11.26,13.13,16.75,-18.26,-1.1,10.46,12.86,16.11,260.17,261.63,258.52,201.32,102.52,68.61,37.02,18.94,10.37,2.58,2.79,2.58,20.5,-0.6,99.34,0.017263
Nanning,107.5,22.5,2024,1,2024-01,0.956,4.7145,8.2985,9.0972,10.552,0.002673,0.005718,0.004483,0.00402,0.003243,-51.05,-8.78,3.72,10.1,11.99,15.56,-25.6,-2.04,8.63,11.25,14.67,251.99,264.77,259.03,186.44,127.77,93.13,47.55,27.42,11.89,5.3,4.33,3.01,21.75,0.61,183.21,0.020137
Nanning,107.5,22.5,2024,2,2024-02,0.7184,4.2589,9.0526,10.3059,11.6507,0.001984,0.007022,0.006573,0.005207,0.004003,-51.58,-6.82,6.48,13.65,14.96,17.98,-28.7,-3.4,9.9,13.11,16.18,256.59,258.5,255.98,206.25,147.53,117.26,45.78,27.08,16.17,7.12,4.95,3.37,20.49,-2.63,468.46,0.024789
Nanning,107.5,22.5,2024,3,2024-03,0.9059,5.5853,10.1951,12.0601,14.1473,0.001953,0.007886,0.00676,0.006011,0.004716,-51.38,-5.31,8.36,15.87,18.01,21.19,-26.19,0.26,11.66,15.5,19.2,254.22,263.34,259.94,204.72,149.28,122.47,36.11,21.14,13.85,6.5,4.89,3.27,24.74,-6.05,526.19,0.027326
Nanning,107.5,22.5,2024,4,2024-04,1.4885,7.256,11.6843,15.2782,18.2801,0.002836,0.010521,0.009912,0.009156,0.007071,-50.72,-5.46,11.49,21.86,24.78,27.54,-20.61,3.89,13.7,19.15,23.27,264.93,263.35,259.12,220.47,177.94,150.17,35.56,18.68,14.22,8.32,5.88,3.79,33.42,-15.79,1020.42,0.039496
Nanning,107.5,22.5,2024,5,2024-05,3.4013,8.678,13.1777,15.6267,20.2803,0.003956,0.006118,0.004764,0.005594,0.004679,-49.3,-4.03,10.65,18.52,22.19,25.96,-10.67,6.43,15.53,19.51,24.95,272.62,270.45,269.34,190.76,136.51,110.66,22.21,11.41,6.91,3.55,3.51,2.26,33.86,-14.78,373.89,0.025112
Nanning,107.5,22.5,2024,6,2024-06,4.6069,9.1229,14.3001,17.9067,23.5269,0.001759,0.005203,0.009846,0.010088,0.008134,-47.54,-1.94,12.28,20.73,24.82,28.56,-6.81,7.15,16.78,21.66,27.37,33.68,236.09,231.4,204.7,181.92,159.99,5.16,3.74,5.59,6.75,5.52,3.39,34.32,-17.76,493.5,0.035029
Nanning,107.5,22.5,2024,7,2024-07,3.6481,8.439,13.3268,17.1362,22.9818,0.001131,0.003769,0.008417,0.008649,0.007174,-47.09,-1.94,12.51,20.45,24.47,28.26,-9.79,6.03,15.7,20.96,26.99,66.29,125.92,185.11,181.1,168.92,157.97,14.94,3.04,4.38,6.19,4.95,3.06,31.61,-15.0,593.64,0.02914
Nanning,107.5,22.5,2024,8,2024-08,3.3481,8.3528,13.3014,16.2136,22.6737,0.000831,0.003425,0.006447,0.006057,0.004456,-48.46,-2.63,11.97,20.62,24.55,28.11,-10.87,5.88,15.67,20.09,26.76,71.21,217.33,223.92,217.27,205.36,186.22,4.35,2.44,4.02,4.75,3.66,1.93,32.84,-15.81,619.19,0.021217
Nanning,107.5,22.5,2024,9,2024-09,3.7482,8.2785,12.8522,15.8197,21.1473,0.001769,0.003823,0.005602,0.005137,0.003912,-48.58,-2.49,11.41,19.51,23.41,27.12,-9.45,5.76,15.15,19.7,25.63,60.68,79.48,86.05,82.37,62.07,29.2,2.88,4.63,4.53,4.27,3.18,1.81,31.51,-13.42,545.9,0.020243
Nanning,107.5,22.5,2024,10,2024-10,2.3182,6.8953,9.7531,11.7323,15.2949,0.000478,0.000669,0.005023,0.006546,0.00547,-50.49,-3.98,10.38,15.72,18.81,22.64,-15.39,3.17,11.0,15.07,20.43,281.78,263.26,29.11,77.22,56.71,32.99,4.77,2.02,0.95,5.05,5.47,3.51,23.5,-3.5,590.08,0.018187
Nanning,107.5,22.5,2024,11,2024-11,1.7874,4.8953,9.3163,10.5609,13.0261,0.001838,0.001673,0.003363,0.005187,0.004492,-50.42,-5.49,7.8,13.28,16.26,20.2,-18.48,-1.54,10.33,13.48,17.91,256.77,257.68,259.41,81.83,65.47,45.69,22.18,10.08,3.35,3.54,4.82,3.38,19.76,-1.59,369.05,0.016553
Nanning,107.5,22.5,2024,12,2024-12,0.5468,3.1587,7.0117,6.766,7.899,0.00097,0.003077,0.001608,0.003409,0.003087,-50.58,-4.22,7.43,9.23,11.53,15.03,-31.59,-7.32,6.19,6.91,10.32,254.37,268.33,269.0,150.19,91.98,69.88,27.82,17.4,9.55,2.25,4.94,3.83,4.89,9.04,379.42,0.012152
Wuzhou,112.5,22.5,2005,1,2005-01,0.571,3.105,5.855,5.959,6.855,0.001503,0.004073,0.002284,0.001659,0.002796,-53.03,-7.28,6.1,8.01,10.4,13.7,-31.13,-7.54,3.63,5.09,8.24,259.81,270.58,273.57,241.76,90.0,55.59,42.16,25.82,12.86,3.83,2.73,4.0,5.28,9.85,547.15,0.012315
Wuzhou,112.5,22.5,2005,2,2005-02,0.629,3.98,8.508,8.978,9.895,0.00163,0.006249,0.006409,0.002908,0.003615,-52.5,-9.0,6.15,11.98,13.1,16.08,-30.12,-4.3,8.99,11.05,13.69,264.54,264.24,263.25,230.99,145.26,78.41,46.32,25.41,15.4,7.39,3.18,3.58,19.52,-1.9,373.47,0.02081
